timestamp,verdict,dataset,bed_type,bed_file,emo_v,emo_a,drone_clip,gain_db,bed_only,mode,duck_depth,burst_s,render_seq,comment
2026-07-21T22:43:19,no,emo,bells-church,r_1mechanical155859_179538-hq.wav,-0.986809563,0.924154988,vtrans_000,-12.0,1,constant,0.7,3.0,14,
2026-07-21T22:43:30,no,esc50,footsteps,4-198962-B-25.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,15,
2026-07-21T22:43:40,no,emo,birds,r_0nature80846_56518-hq.wav,-0.915910965,0.970321517,vtrans_000,-12.0,1,constant,0.7,3.0,16,
2026-07-21T22:43:50,no,emo,night-insects,r_0nature59247_745228-hq.wav,0.434460016,-0.406430338,vtrans_000,-12.0,1,constant,0.7,3.0,17,
2026-07-21T22:44:00,no,emo,thunder-storm,r_0indicator27485_88185-hq.wav,-0.831821929,0.897774114,vtrans_000,-12.0,1,constant,0.7,3.0,18,
2026-07-21T22:44:09,no,emo,dark-ambience,r_0mechanical223070_2112203-hq.wav,-0.998351195,0.962077494,vtrans_000,-12.0,1,constant,0.7,3.0,19,
2026-07-21T22:44:19,no,esc50,wind,1-51036-A-16.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,20,
2026-07-21T22:44:30,no,esc50,clock_tick,4-179984-A-38.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,21,
2026-07-21T22:44:42,keep,emo,thunder-storm,r_0quiet205831_1622740-hq.wav,0.851607585,-0.877988458,vtrans_000,-12.0,1,constant,0.7,3.0,22,
2026-07-21T22:44:53,no,emo,dark-ambience,r_0quiet270597_5137631-hq.wav,0.625721352,-0.617477329,vtrans_000,-12.0,1,constant,0.7,3.0,23,
2026-07-21T22:45:07,no,emo,wind,r_0mechanical53482_215874-hq.wav,-0.940643034,0.919208574,vtrans_000,-12.0,1,constant,0.7,3.0,24,this is basically a drone
2026-07-21T22:45:21,no,esc50,rain,5-181766-A-10.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,25,this is basically a drone
2026-07-21T22:45:47,no,esc50,train,1-88409-B-45.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,26,sounds too distant
2026-07-21T22:45:58,no,emo,wind,r_0human350728_97763-hq.wav,-0.007419621,-0.876339654,vtrans_000,-12.0,1,constant,0.7,3.0,27,sounds too distant
2026-07-21T22:46:09,no,emo,rain,r_0mechanical80158_193132-hq.wav,-0.97856554,0.960428689,vtrans_000,-12.0,1,constant,0.7,3.0,28,sounds liks a drone again
2026-07-21T22:46:27,no,esc50,train,3-135650-B-45.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,29,
2026-07-21T22:46:45,no,emo,wind,r_1human54889_29541-hq.wav,0.886232481,-0.891178895,vtrans_000,-12.0,1,constant,0.7,3.0,30,not much happening
2026-07-21T22:46:56,keep,esc50,thunderstorm,4-161519-A-19.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,31,
2026-07-21T22:47:11,no,esc50,engine,3-141240-A-44.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,32,
2026-07-21T22:47:28,no,esc50,wind,2-205966-A-16.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,33,too little going on
2026-07-21T22:47:38,no,emo,water-stream,r_0indicator100046_1578278-hq.wav,-0.772464963,0.877988458,vtrans_000,-12.0,1,constant,0.7,3.0,34,too much going on
2026-07-21T22:47:47,no,esc50,church_bells,2-57191-A-46.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,35,too much going on
2026-07-21T22:47:52,no,esc50,footsteps,4-194981-A-25.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,36,too much going on
2026-07-21T22:48:10,no,esc50,chirping_birds,2-72547-B-14.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,37,too little and too much going on
2026-07-21T22:48:21,no,esc50,crackling_fire,2-30322-B-12.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,38,too little  going on
2026-07-21T22:48:31,keep,esc50,thunderstorm,5-156999-B-19.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,39,
2026-07-21T22:48:42,no,esc50,engine,5-240671-A-44.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,40,
2026-07-21T22:48:58,no,esc50,wind,2-104952-A-16.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,41,too much like a drone
2026-07-21T22:49:11,no,esc50,pouring_water,5-205589-B-17.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,42,too much going on
2026-07-21T22:49:25,no,emo,bells-church,r_1mechanical155859_179538-hq.wav,-0.986809563,0.924154988,vtrans_000,-12.0,1,constant,0.7,3.0,43,too little going on
2026-07-21T22:49:38,no,esc50,footsteps,4-198962-B-25.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,44,too much going on
2026-07-21T22:49:47,no,emo,birds,r_0nature80846_56518-hq.wav,-0.915910965,0.970321517,vtrans_000,-12.0,1,constant,0.7,3.0,45,too much going on
2026-07-21T22:50:03,no,emo,night-insects,r_0nature59247_745228-hq.wav,0.434460016,-0.406430338,vtrans_000,-12.0,1,constant,0.7,3.0,46,too distant
2026-07-21T22:50:12,no,emo,thunder-storm,r_0indicator27485_88185-hq.wav,-0.831821929,0.897774114,vtrans_000,-12.0,1,constant,0.7,3.0,47,too distant
2026-07-21T22:50:27,no,emo,dark-ambience,r_0mechanical223070_2112203-hq.wav,-0.998351195,0.962077494,vtrans_000,-12.0,1,constant,0.7,3.0,48,too mush like a drone
2026-07-21T22:50:39,no,esc50,wind,1-51036-A-16.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,49,too mush like a drone
2026-07-21T22:51:18,no,esc50,clock_tick,4-179984-A-38.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,50,too much going on
2026-07-21T22:51:29,no,emo,thunder-storm,r_0quiet205831_1622740-hq.wav,0.851607585,-0.877988458,vtrans_000,-12.0,1,constant,0.7,3.0,51,too much going on
2026-07-21T22:51:49,no,emo,dark-ambience,r_0quiet270597_5137631-hq.wav,0.625721352,-0.617477329,vtrans_000,-12.0,1,constant,0.7,3.0,52,too much like a drone
2026-07-21T22:52:06,no,emo,wind,r_0mechanical53482_215874-hq.wav,-0.940643034,0.919208574,vtrans_000,-12.0,1,constant,0.7,3.0,53,too much like a drone
2026-07-21T22:52:26,no,esc50,rain,5-181766-A-10.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,54,too much and too little going on
2026-07-21T22:52:37,no,esc50,train,1-88409-B-45.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,55,too much and too little going on
2026-07-21T22:53:02,no,emo,wind,r_0human350728_97763-hq.wav,-0.007419621,-0.876339654,vtrans_000,-12.0,1,constant,0.7,3.0,56,too much and too little going on
2026-07-21T22:54:38,no,emo,rain,r_0mechanical80158_193132-hq.wav,-0.97856554,0.960428689,vtrans_000,-12.0,1,constant,0.7,3.0,57,too much like a drone
2026-07-21T22:54:52,no,esc50,train,3-135650-B-45.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,58,too little going on
2026-07-21T22:54:58,no,emo,wind,r_1human54889_29541-hq.wav,0.886232481,-0.891178895,vtrans_000,-12.0,1,constant,0.7,3.0,59,too little going on
2026-07-21T22:55:15,keep,esc50,thunderstorm,4-161519-A-19.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,60,the right amount of stuff
2026-07-21T22:55:32,no,esc50,engine,3-141240-A-44.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,61,too little going on
2026-07-21T22:55:43,no,esc50,wind,2-205966-A-16.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,62,too droney
2026-07-21T22:55:59,no,emo,water-stream,r_0indicator100046_1578278-hq.wav,-0.772464963,0.877988458,vtrans_000,-12.0,1,constant,0.7,3.0,63,too much going on
2026-07-21T22:56:11,no,esc50,church_bells,2-57191-A-46.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,64,too much going on
2026-07-21T22:56:16,no,esc50,footsteps,4-194981-A-25.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,65,too much going on
2026-07-21T22:56:35,no,emo,rain,r_0indicator36181_341440-hq.wav,-0.333882935,0.037098104,vtrans_000,-12.0,1,constant,0.7,3.0,67,too much going on
2026-07-21T22:56:45,no,emo,rain,r_0human150850_826206-hq.wav,-0.136026381,-0.157460841,vtrans_000,-12.0,1,constant,0.7,3.0,68,too much going on
2026-07-21T22:56:50,no,emo,rain,r_0nature45138_283424-hq.wav,-0.317394889,0.80708986,vtrans_000,-12.0,1,constant,0.7,3.0,69,too much going on
2026-07-21T22:57:11,no,emo,rain,r_0society25823_21830-hq.wav,0.780708986,-0.694971146,vtrans_000,-12.0,1,constant,0.7,3.0,70,not strong enough voice
2026-07-21T22:57:31,no,emo,rain,r_6mechanical66618_800302-hq.wav,-0.965375103,0.968672712,vtrans_000,-12.0,1,constant,0.7,3.0,71,too little going on
2026-07-21T22:57:45,no,esc50,engine,2-106486-A-44.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,73,too little going on
2026-07-21T22:57:55,no,esc50,engine,3-141240-A-44.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,74,too little going on
2026-07-21T22:58:02,no,esc50,engine,5-240671-A-44.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,75,too little going on
2026-07-21T22:58:07,no,esc50,engine,1-50661-A-44.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,76,too little going on
2026-07-21T22:58:17,no,esc50,engine,2-78651-A-44.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,77,too much going on
2026-07-21T22:59:21,no,esc50,sea_waves,1-39901-B-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,79,too little  going on
2026-07-21T22:59:36,no,esc50,sea_waves,5-208810-A-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,80,too little  going on
2026-07-21T22:59:52,keep,esc50,sea_waves,4-195497-B-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,81,
2026-07-21T23:00:10,no,esc50,sea_waves,1-28135-A-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,82,
2026-07-21T23:00:21,no,esc50,sea_waves,4-182613-B-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,83,
2026-07-21T23:00:32,no,esc50,sea_waves,3-144827-A-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,84,
2026-07-21T23:00:44,no,esc50,sea_waves,1-61252-A-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,85,
2026-07-21T23:02:18,no,esc50,sea_waves,2-132157-A-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,86,
2026-07-21T23:02:30,no,esc50,sea_waves,5-219379-A-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,87,
2026-07-21T23:02:39,no,esc50,sea_waves,4-167063-A-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,88,
2026-07-21T23:02:47,no,esc50,sea_waves,3-144827-B-11.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,89,
2026-07-22T09:01:47,keep,emo,street-crowd,r_0society49599_571325-hq.wav,-0.155812036,0.467436109,vtrans_000,-12.0,1,constant,0.7,3.0,1,"a bit on the quiet side, but cam be used in happy state"
2026-07-22T09:06:02,keep,esc50,thunderstorm,4-161519-A-19.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,1,nice thunder - but a bit too quiet
2026-07-22T09:06:22,keep,esc50,thunderstorm,4-161519-A-19.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,2,nice thunder - but a bit too quiet
2026-07-22T09:06:43,no,esc50,engine,3-141240-A-44.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,3,bit crap
2026-07-22T09:07:29,no,esc50,wind,2-205966-A-16.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,4,not much happening here
2026-07-22T09:08:00,no,emo,water-stream,r_0indicator100046_1578278-hq.wav,-0.772464963,0.877988458,vtrans_000,-12.0,1,constant,0.7,3.0,5,too much happening here
2026-07-22T09:08:23,no,esc50,church_bells,2-57191-A-46.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,6,too rhythmic
2026-07-22T09:08:42,no,esc50,breathing,1-36402-A-23.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,7,
2026-07-22T09:08:55,no,esc50,breathing,1-36393-A-23.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,8,
2026-07-22T09:09:08,no,esc50,breathing,2-50774-A-23.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,9,
2026-07-22T09:09:51,no,esc50,breathing,2-50774-A-23.wav,,,vtrans_000,-12.0,1,duck,0.7,3.0,11,
2026-07-22T09:10:07,no,esc50,breathing,3-144128-B-23.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,13,
2026-07-22T09:10:18,no,esc50,breathing,2-54961-A-23.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,14,
2026-07-22T09:11:10,keep,esc50,breathing,2-95567-A-23.wav,,,vtrans_000,-12.0,1,bursts,0.45,6.0,19,
2026-07-22T09:11:27,keep,esc50,breathing,3-166125-B-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,21,
2026-07-22T09:11:41,no,esc50,breathing,2-82455-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,22,
2026-07-22T09:11:55,no,esc50,breathing,5-235593-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,23,
2026-07-22T09:12:05,no,esc50,breathing,2-98392-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,24,
2026-07-22T09:21:32,keep,esc50,breathing,2-84965-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,26,only useable if you throw a lot of reverb at it
2026-07-22T09:23:23,no,esc50,breathing,1-30709-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,28,only useable if you throw a lot of reverb at it
2026-07-22T09:23:38,no,esc50,breathing,5-238492-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,29,
2026-07-22T09:23:55,no,esc50,breathing,4-171706-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,30,
2026-07-22T09:24:06,no,esc50,breathing,3-112557-B-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,31,
2026-07-22T09:24:14,no,esc50,breathing,4-198025-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,32,
2026-07-22T09:24:21,no,esc50,breathing,3-151206-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,33,
2026-07-22T09:24:27,no,esc50,breathing,2-54962-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,34,
2026-07-22T09:24:51,keep,esc50,breathing,5-233260-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,35,only is used as sub base
2026-07-22T09:24:58,no,esc50,breathing,2-66205-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,36,only is used as sub base
2026-07-22T09:25:43,no,esc50,breathing,5-232816-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,38,
2026-07-22T09:25:58,no,esc50,breathing,4-205526-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,39,
2026-07-22T09:26:15,no,esc50,breathing,1-30709-B-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,40,
2026-07-22T09:26:29,no,esc50,breathing,4-210000-B-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,41,
2026-07-22T09:28:32,no,esc50,breathing,4-210000-B-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,42,
2026-07-22T09:30:35,no,esc50,breathing,4-207116-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,43,
2026-07-22T09:30:45,no,esc50,breathing,5-234335-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,44,
2026-07-22T09:34:24,no,esc50,breathing,5-261464-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,45,
2026-07-22T09:34:36,no,esc50,breathing,1-36400-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,46,
2026-07-22T09:34:45,no,esc50,breathing,1-30709-C-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,47,
2026-07-22T09:34:57,no,esc50,breathing,5-213293-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,48,
2026-07-22T09:35:05,no,esc50,breathing,3-108160-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,49,
2026-07-22T09:35:17,no,esc50,breathing,5-260164-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,50,
2026-07-22T09:35:27,no,esc50,breathing,1-18631-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,51,
2026-07-22T09:35:40,no,esc50,breathing,4-210000-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,52,
2026-07-22T09:36:03,no,esc50,breathing,1-36397-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,53,
2026-07-22T09:36:30,no,esc50,breathing,3-144128-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,54,
2026-07-22T09:36:46,no,esc50,breathing,3-112557-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,55,
2026-07-22T09:36:54,no,esc50,breathing,4-176914-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,56,
2026-07-22T09:37:07,no,esc50,breathing,3-166125-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,57,
2026-07-22T09:37:14,no,esc50,breathing,1-36402-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,58,
2026-07-22T09:37:24,no,esc50,breathing,1-36393-A-23.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,59,
2026-07-22T09:38:53,no,esc50,sea_waves,1-39901-B-11.wav,,,vtrans_000,-12.0,1,constant,0.45,6.0,61,
2026-07-22T09:40:14,keep,esc50,sea_waves,5-208810-A-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,64,
2026-07-22T09:40:28,no,esc50,sea_waves,4-195497-B-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,65,
2026-07-22T09:49:53,no,esc50,sea_waves,1-28135-A-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,66,
2026-07-22T09:50:40,keep,esc50,sea_waves,4-182613-B-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,67,this is quiet but sounds good. dunnow how you can use it withpit  the drones drowning it
2026-07-22T09:51:07,no,esc50,sea_waves,3-144827-A-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,68,
2026-07-22T09:56:59,no,esc50,sea_waves,1-61252-A-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,69,lacks character
2026-07-22T09:57:13,no,esc50,sea_waves,2-132157-A-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,70,
2026-07-22T10:04:47,no,esc50,sea_waves,5-219379-A-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,72,
2026-07-22T10:05:08,no,esc50,sea_waves,4-167063-A-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,73,
2026-07-22T10:06:22,keep,esc50,sea_waves,3-144827-B-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,74,
2026-07-22T12:53:10,keep,esc50,sea_waves,3-144827-B-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,75,this is good but can easliy drown under drones
2026-07-22T12:54:07,keep,esc50,sea_waves,4-167063-B-11.wav,,,vtrans_000,-12.0,1,duck,0.45,6.0,76,this is good but can easliy drown under drones
2026-07-22T13:03:36,keep,esc50,wind,1-51037-A-16.wav,,,vtrans_000,-12.0,1,constant,0.7,3.0,4,"good, but can easily get drowned bu the drones and turn into background noise"
2026-07-22T21:14:50,no,emo,rain,r_0indicator36181_341440-hq.wav,-0.333882935,0.037098104,vtrans_000,-12.0,1,constant,0.7,3.0,1,too may different  voices
2026-07-22T21:15:03,no,emo,rain,r_0human150850_826206-hq.wav,-0.136026381,-0.157460841,vtrans_000,-12.0,1,constant,0.7,3.0,2,too may different  voices
2026-07-22T21:15:13,no,emo,rain,r_0nature45138_283424-hq.wav,-0.317394889,0.80708986,vtrans_000,-12.0,1,constant,0.7,3.0,3,too may different  voices
2026-07-22T21:15:39,keep,emo,rain,r_0society25823_21830-hq.wav,0.780708986,-0.694971146,vtrans_000,-12.0,1,constant,0.7,3.0,4,
2026-07-22T21:15:56,no,emo,rain,r_6mechanical66618_800302-hq.wav,-0.965375103,0.968672712,vtrans_000,-12.0,1,constant,0.7,3.0,5,
2026-07-22T21:16:07,no,emo,rain,r_0mechanical134922_2461495-hq.wav,-0.945589448,0.932399011,vtrans_000,-12.0,1,constant,0.7,3.0,6,
2026-07-22T21:16:16,keep,emo,rain,r_0mechanical237743_691206-hq.wav,-0.755976917,0.704863974,vtrans_000,-12.0,1,constant,0.7,3.0,7,
2026-07-22T21:16:31,keep,emo,rain,r_0nature120695_2085904-hq.wav,-0.647155812,0.167353669,vtrans_000,-12.0,1,constant,0.7,3.0,8,
2026-07-22T21:16:41,no,emo,rain,r_0quiet317271_3660887-hq.wav,-0.13932399,-0.769167354,vtrans_000,-4.0,1,constant,0.7,3.0,9,
2026-07-22T21:16:52,no,emo,rain,r_0society22326_113722-hq.wav,-0.535037098,-0.081615829,vtrans_000,-4.0,1,constant,0.7,3.0,10,
2026-07-22T21:17:09,keep,emo,rain,r_0nature54595_18799-hq.wav,0.752679308,0.231657049,vtrans_000,-4.0,1,constant,0.7,3.0,11,
2026-07-22T21:17:23,keep,emo,rain,r_0indicator68634_40561-hq.wav,-0.238252267,0.116240725,vtrans_000,-4.0,1,constant,0.7,3.0,12,
2026-07-22T21:17:44,no,emo,rain,r_0society161975_2580450-hq.wav,0.172300082,-0.259686727,vtrans_000,-4.0,1,constant,0.7,3.0,13,
2026-07-22T21:17:59,no,emo,rain,r_0society104041_179538-hq.wav,-0.014014839,-0.457543281,vtrans_000,-4.0,1,constant,0.7,3.0,14,
2026-07-22T21:18:07,no,emo,rain,r_5indicator21041_100877-hq.wav,0.131079967,0.305853256,vtrans_000,-4.0,1,constant,0.7,3.0,15,
2026-07-22T21:18:15,no,emo,rain,r_0quiet332784_5804919-hq.wav,0.901071723,-0.912613355,vtrans_000,-4.0,1,constant,0.7,3.0,16,
2026-07-22T21:20:56,no,emo,rain,r_0nature31597_57789-hq.wav,0.650453421,-0.371805441,vtrans_000,-4.0,1,constant,0.7,3.0,17,
2026-07-22T21:21:09,no,emo,rain,r_6mechanical60455_27178-hq.wav,-0.74278648,0.655399835,vtrans_000,-4.0,1,constant,0.7,3.0,18,
2026-07-22T21:21:19,no,emo,rain,r_0mechanical17612_17129-hq.wav,-0.686727123,0.355317395,vtrans_000,-4.0,1,constant,0.7,3.0,19,
2026-07-22T21:21:52,no,emo,rain,r_0nature69648_634166-hq.wav,0.986809563,-0.61417972,vtrans_000,-4.0,1,bursts,0.7,3.0,21,
2026-07-22T21:22:04,no,emo,rain,r_0human166175_1773681-hq.wav,0.051937345,0.394888706,vtrans_000,-4.0,1,constant,0.7,3.0,23,
2026-07-22T21:22:13,no,emo,rain,r_0mechanical239939_3597870-hq.wav,-0.502061006,0.389942292,vtrans_000,-4.0,1,constant,0.7,3.0,24,
2026-07-22T21:22:26,no,emo,rain,r_0mechanical239939_3597870-hq.wav,-0.502061006,0.389942292,vtrans_000,-4.0,1,constant,0.7,3.0,25,
2026-07-22T21:22:35,no,emo,rain,r_0nature41306_266274-hq.wav,0.371805441,-0.262984336,vtrans_000,-4.0,1,constant,0.7,3.0,26,
2026-07-22T21:22:42,no,emo,rain,r_0mechanical120385_288-hq.wav,-0.604286892,-0.099752679,vtrans_000,-4.0,1,constant,0.7,3.0,27,
2026-07-22T21:23:03,no,emo,rain,r_0society169230_1648170-hq.wav,0.483924155,-0.666941467,vtrans_000,-4.0,1,constant,0.7,3.0,28,
2026-07-22T21:23:10,no,emo,rain,r_0quiet53593_520316-hq.wav,0.475680132,-0.587798846,vtrans_000,-4.0,1,constant,0.7,3.0,29,
2026-07-22T21:24:22,no,emo,rain,r_0indicator17852_6997-hq.wav,0.788953009,-0.731244847,vtrans_000,-4.0,1,constant,0.7,3.0,30,
2026-07-22T21:24:35,no,emo,rain,r_0nature62281_29541-hq.wav,0.554822754,-0.732893652,vtrans_000,-4.0,1,constant,0.7,3.0,31,
