timestamp,rater,session_id,trial_index,trial_type,arc_id,scene_id,context_v,context_a,rating,params,loudness_gain,aw_rms_start,aw_rms_end,pool_version,arranger_sha256
2026-07-05T22:00:35,R26,d73d19ea,23,normal,arc_101,c2s0,-0.8882,1.0,-1.0,"{""context_id"": 2, ""dist_bin"": ""medium"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",0.17392068142369616,0.01874,0.00885,1,0f82853dee79764c
2026-07-05T22:00:55,R26,d73d19ea,24,normal,arc_004,c0s0,-0.6094,0.4325,0.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 6.0, ""chord"": ""min->min""}",0.26194057857593994,0.01912,0.00844,1,0f82853dee79764c
2026-07-05T22:01:25,R26,d73d19ea,25,normal,arc_127,c2s3,-0.8882,1.0,-1.0,"{""context_id"": 2, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",0.2482909623416417,0.015,0.01528,1,0f82853dee79764c
2026-07-05T22:01:45,R26,d73d19ea,26,normal,arc_095,c1s5,-0.6371,-0.3126,-1.0,"{""context_id"": 1, ""dist_bin"": ""large"", ""ramp_s"": 6.0, ""chord"": ""min->maj""}",0.23698888991355638,0.01173,0.0147,1,0f82853dee79764c
2026-07-05T22:02:16,R26,d73d19ea,27,normal,arc_166,c3s2,-0.9009,0.1011,-1.0,"{""context_id"": 3, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->min""}",0.19488641664776862,0.01389,0.01458,1,0f82853dee79764c
2026-07-05T22:02:33,R26,d73d19ea,28,normal,arc_027,c0s3,-0.6094,0.4325,1.0,"{""context_id"": 0, ""dist_bin"": ""medium"", ""ramp_s"": 3.0, ""chord"": ""maj->min""}",0.3395970922398294,0.00724,0.01963,1,0f82853dee79764c
2026-07-05T22:03:02,R26,d73d19ea,29,normal,arc_057,c1s1,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""small"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.2141511269531091,0.00233,0.02175,1,0f82853dee79764c
2026-07-05T22:03:21,R26,d73d19ea,30,repeat,arc_070,c1s2,-0.6371,-0.3126,1.0,"{""context_id"": 1, ""dist_bin"": ""large"", ""ramp_s"": 6.0, ""chord"": ""min->maj""}",0.29660782002326147,0.0122,0.01721,1,0f82853dee79764c
2026-07-05T22:03:50,R26,d73d19ea,31,normal,arc_029,c0s3,-0.6094,0.4325,1.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 6.0, ""chord"": ""maj->min""}",0.328373645138924,0.00799,0.01685,1,0f82853dee79764c
2026-07-05T22:04:16,R26,d73d19ea,32,normal,arc_043,c0s5,-0.6094,0.4325,1.0,"{""context_id"": 0, ""dist_bin"": ""large"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.30595421843243914,0.00217,0.02238,1,0f82853dee79764c
2026-07-05T22:04:39,R26,d73d19ea,33,normal,arc_133,c2s4,-0.8882,1.0,1.0,"{""context_id"": 2, ""dist_bin"": ""small"", ""ramp_s"": 6.0, ""chord"": ""min->maj""}",0.5487719205696455,0.00424,0.01979,1,0f82853dee79764c
2026-07-05T22:05:19,R26,d73d19ea,34,normal,arc_061,c1s1,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""small"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",0.22417768161482718,0.00226,0.01945,1,0f82853dee79764c
2026-07-05T22:05:48,R26,d73d19ea,35,normal,arc_051,c1s0,-0.6371,-0.3126,1.0,"{""context_id"": 1, ""dist_bin"": ""large"", ""ramp_s"": 6.0, ""chord"": ""maj->min""}",0.4892891101073214,0.02056,0.0028,1,0f82853dee79764c
2026-07-05T22:06:28,R26,d73d19ea,36,normal,arc_063,c1s1,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""medium"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",0.9538342327813037,0.00745,0.01894,1,0f82853dee79764c
2026-07-05T22:06:52,R26,d73d19ea,37,normal,arc_068,c1s2,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""medium"", ""ramp_s"": 6.0, ""chord"": ""min->maj""}",0.6070599374660408,0.02146,0.00689,1,0f82853dee79764c
2026-07-06T17:14:00,R14,5906e453,0,normal,arc_192,c0s0,-0.6094,0.4325,0.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 3.0, ""chord"": ""min->min"", ""param_wander_std"": 0.3}",0.2496954069924131,0.0203,0.00749,1,0f82853dee79764c
2026-07-06T17:14:30,R14,5906e453,1,normal,arc_126,c2s3,-0.8882,1.0,-1.0,"{""context_id"": 2, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->min""}",0.24768201811516388,0.01497,0.01639,1,0f82853dee79764c
2026-07-06T17:15:02,R14,5906e453,2,normal,arc_073,c1s3,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""small"", ""ramp_s"": 6.0, ""chord"": ""maj->maj""}",1.022727283492823,0.0115,0.00543,1,0f82853dee79764c
2026-07-06T17:15:29,R14,5906e453,3,normal,arc_184,c3s5,-0.9009,0.1011,-1.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 12.0, ""chord"": ""min->min""}",0.9109298114992127,0.02098,0.00715,1,0f82853dee79764c
2026-07-06T17:15:56,R14,5906e453,4,normal,arc_033,c0s4,-0.6094,0.4325,0.0,"{""context_id"": 0, ""dist_bin"": ""medium"", ""ramp_s"": 6.0, ""chord"": ""maj->maj""}",0.3041669438394838,0.00528,0.02002,1,0f82853dee79764c
2026-07-06T17:16:13,R14,5906e453,5,normal,arc_025,c0s3,-0.6094,0.4325,1.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 3.0, ""chord"": ""maj->min""}",0.2878288803175312,0.00604,0.01993,1,0f82853dee79764c
2026-07-06T17:16:33,R14,5906e453,6,normal,arc_069,c1s2,-0.6371,-0.3126,-1.0,"{""context_id"": 1, ""dist_bin"": ""medium"", ""ramp_s"": 6.0, ""chord"": ""maj->min""}",0.5396728713045762,0.0221,0.0058,1,0f82853dee79764c
2026-07-06T17:17:00,R14,5906e453,7,normal,arc_143,c2s5,-0.8882,1.0,0.0,"{""context_id"": 2, ""dist_bin"": ""medium"", ""ramp_s"": 12.0, ""chord"": ""maj->min""}",0.30261085965645873,0.01598,0.01587,1,0f82853dee79764c
2026-07-06T17:17:21,R14,5906e453,8,normal,arc_152,c3s1,-0.9009,0.1011,0.0,"{""context_id"": 3, ""dist_bin"": ""medium"", ""ramp_s"": 6.0, ""chord"": ""min->maj""}",0.21127771210857477,0.02029,0.00527,1,0f82853dee79764c
2026-07-06T17:17:41,R14,5906e453,9,normal,arc_031,c0s3,-0.6094,0.4325,1.0,"{""context_id"": 0, ""dist_bin"": ""medium"", ""ramp_s"": 6.0, ""chord"": ""maj->min""}",0.39480267387455564,0.00851,0.01641,1,0f82853dee79764c
2026-07-06T17:17:58,R14,5906e453,10,repeat,arc_192,c0s0,-0.6094,0.4325,0.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 3.0, ""chord"": ""min->min"", ""param_wander_std"": 0.3}",0.2496954069924131,0.0203,0.00749,1,0f82853dee79764c
2026-07-08T22:26:34,R12,0feef2e2,0,normal,arc_088,c1s5,-0.6371,-0.3126,-1.0,"{""context_id"": 1, ""dist_bin"": ""medium"", ""ramp_s"": 3.0, ""chord"": ""min->min""}",0.2934544961595396,0.00983,0.01868,1,0f82853dee79764c
2026-07-08T22:27:46,R12,0feef2e2,1,normal,arc_164,c3s2,-0.9009,0.1011,-1.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 16.0, ""chord"": ""maj->min""}",0.28014649219274984,0.01988,0.00778,1,0f82853dee79764c
2026-07-08T22:28:10,R12,0feef2e2,2,normal,arc_181,c3s4,-0.9009,0.1011,1.0,"{""context_id"": 3, ""dist_bin"": ""medium"", ""ramp_s"": 12.0, ""chord"": ""maj->min""}",0.5172021537064265,0.02048,0.00702,1,0f82853dee79764c
2026-07-08T22:47:48,R12,3695732f,0,normal,arc_160,c3s2,-0.9009,0.1011,-1.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 12.0, ""chord"": ""maj->min""}",0.2609227928815599,0.02012,0.01026,1,0f82853dee79764c
2026-07-08T22:48:05,R12,3695732f,1,normal,arc_092,c1s5,-0.6371,-0.3126,-1.0,"{""context_id"": 1, ""dist_bin"": ""medium"", ""ramp_s"": 6.0, ""chord"": ""min->min""}",0.2603361503772431,0.01262,0.01558,1,0f82853dee79764c
2026-07-08T22:48:30,R12,3695732f,2,normal,arc_183,c3s4,-0.9009,0.1011,0.0,"{""context_id"": 3, ""dist_bin"": ""large"", ""ramp_s"": 12.0, ""chord"": ""maj->min""}",0.38772559201094275,0.01878,0.01087,1,0f82853dee79764c
2026-07-08T22:48:56,R12,3695732f,3,normal,arc_044,c0s5,-0.6094,0.4325,1.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 16.0, ""chord"": ""maj->min""}",0.6123198745544425,0.004,0.01675,1,0f82853dee79764c
2026-07-08T22:49:26,R12,3695732f,4,normal,arc_103,c2s0,-0.8882,1.0,1.0,"{""context_id"": 2, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",0.2083851939207421,0.01644,0.01385,1,0f82853dee79764c
2026-07-08T22:49:43,R12,3695732f,5,normal,arc_125,c2s3,-0.8882,1.0,1.0,"{""context_id"": 2, ""dist_bin"": ""medium"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",0.1725440661826321,0.00981,0.01855,1,0f82853dee79764c
2026-07-08T22:49:59,R12,3695732f,6,normal,arc_071,c1s2,-0.6371,-0.3126,1.0,"{""context_id"": 1, ""dist_bin"": ""large"", ""ramp_s"": 6.0, ""chord"": ""maj->min""}",0.31906040698688054,0.01324,0.01638,1,0f82853dee79764c
2026-07-08T22:50:30,R12,3695732f,7,normal,arc_188,c3s5,-0.9009,0.1011,0.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 16.0, ""chord"": ""min->min""}",1.0071660621010907,0.01899,0.00959,1,0f82853dee79764c
2026-07-08T22:50:48,R12,3695732f,8,normal,arc_067,c1s2,-0.6371,-0.3126,1.0,"{""context_id"": 1, ""dist_bin"": ""large"", ""ramp_s"": 3.0, ""chord"": ""maj->min""}",0.301828998737034,0.0095,0.01902,1,0f82853dee79764c
2026-07-08T22:51:13,R12,3695732f,9,normal,arc_050,c1s0,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""large"", ""ramp_s"": 6.0, ""chord"": ""min->min""}",0.48308727346526115,0.02084,0.00277,1,0f82853dee79764c
2026-07-08T22:51:52,R12,3695732f,10,repeat,arc_071,c1s2,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""large"", ""ramp_s"": 6.0, ""chord"": ""maj->min""}",0.31906040698688054,0.01324,0.01638,1,0f82853dee79764c
2026-07-08T22:52:10,R12,3695732f,11,normal,arc_034,c0s4,-0.6094,0.4325,1.0,"{""context_id"": 0, ""dist_bin"": ""large"", ""ramp_s"": 6.0, ""chord"": ""min->maj""}",0.13704883158910958,0.00263,0.01987,1,0f82853dee79764c
2026-07-08T22:56:07,R12,3695732f,12,normal,arc_084,c1s4,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""small"", ""ramp_s"": 16.0, ""chord"": ""maj->min""}",0.18480355897794826,0.01682,0.01113,1,0f82853dee79764c
2026-07-08T22:56:32,R12,3695732f,13,normal,arc_117,c2s2,-0.8882,1.0,-1.0,"{""context_id"": 2, ""dist_bin"": ""small"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.24454151284859618,0.01687,0.01639,1,0f82853dee79764c
2026-07-08T22:57:36,R12,3695732f,14,normal,arc_099,c2s0,-0.8882,1.0,0.0,"{""context_id"": 2, ""dist_bin"": ""large"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.2083474837632168,0.01786,0.01489,1,0f82853dee79764c
2026-07-08T22:57:51,R12,3695732f,15,normal,arc_121,c2s3,-0.8882,1.0,1.0,"{""context_id"": 2, ""dist_bin"": ""medium"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.15527276252783126,0.0089,0.02075,1,0f82853dee79764c
2026-07-08T22:58:11,R12,3695732f,16,normal,arc_019,c0s2,-0.6094,0.4325,1.0,"{""context_id"": 0, ""dist_bin"": ""large"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.18193924399505262,0.01598,0.01461,1,0f82853dee79764c
2026-07-08T23:03:27,R12,3695732f,17,normal,arc_065,c1s2,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""medium"", ""ramp_s"": 3.0, ""chord"": ""maj->min""}",0.4407755851247846,0.02058,0.00475,1,0f82853dee79764c
2026-07-08T23:04:28,R12,457351e4,0,normal,arc_039,c0s4,-0.6094,0.4325,0.0,"{""context_id"": 0, ""dist_bin"": ""large"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.13707104890880745,0.00254,0.02264,1,0f82853dee79764c
2026-07-08T23:05:10,R12,457351e4,1,normal,arc_184,c3s5,-0.9009,0.1011,0.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 12.0, ""chord"": ""min->min""}",0.9109298114992127,0.02098,0.00715,1,0f82853dee79764c
2026-07-08T23:06:11,R12,457351e4,2,normal,arc_145,c3s0,-0.9009,0.1011,0.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 3.0, ""chord"": ""maj->min""}",0.290206729515296,0.01861,0.00859,1,0f82853dee79764c
2026-07-08T23:06:35,R12,457351e4,3,normal,arc_191,c3s5,-0.9009,0.1011,1.0,"{""context_id"": 3, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",0.2063812422896472,0.00372,0.01704,1,0f82853dee79764c
2026-07-08T23:06:57,R12,457351e4,4,normal,arc_119,c2s2,-0.8882,1.0,1.0,"{""context_id"": 2, ""dist_bin"": ""medium"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.2363788178631609,0.01762,0.01451,1,0f82853dee79764c
2026-07-08T23:07:21,R12,457351e4,5,normal,arc_127,c2s3,-0.8882,1.0,-1.0,"{""context_id"": 2, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",0.2482909623416417,0.015,0.01528,1,0f82853dee79764c
2026-07-08T23:07:52,R12,457351e4,6,normal,arc_189,c3s5,-0.9009,0.1011,0.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",1.0227272834928232,0.01866,0.00923,1,0f82853dee79764c
2026-07-08T23:11:24,R12,457351e4,7,normal,arc_126,c2s3,-0.8882,1.0,0.0,"{""context_id"": 2, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->min""}",0.24768201811516388,0.01497,0.01639,1,0f82853dee79764c
2026-07-08T23:11:45,R12,457351e4,8,normal,arc_116,c2s2,-0.8882,1.0,-1.0,"{""context_id"": 2, ""dist_bin"": ""small"", ""ramp_s"": 12.0, ""chord"": ""min->maj""}",0.26013761356367504,0.01703,0.01602,1,0f82853dee79764c
2026-07-08T23:12:00,R12,457351e4,9,normal,arc_069,c1s2,-0.6371,-0.3126,-1.0,"{""context_id"": 1, ""dist_bin"": ""medium"", ""ramp_s"": 6.0, ""chord"": ""maj->min""}",0.5396728713045762,0.0221,0.0058,1,0f82853dee79764c
2026-07-08T23:12:22,R12,457351e4,10,repeat,arc_126,c2s3,-0.8882,1.0,0.0,"{""context_id"": 2, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->min""}",0.24768201811516388,0.01497,0.01639,1,0f82853dee79764c
2026-07-08T23:12:41,R12,457351e4,11,normal,arc_062,c1s1,-0.6371,-0.3126,-1.0,"{""context_id"": 1, ""dist_bin"": ""medium"", ""ramp_s"": 16.0, ""chord"": ""min->min""}",1.0590248887424523,0.00697,0.0193,1,0f82853dee79764c
2026-07-08T23:12:57,R12,457351e4,12,normal,arc_017,c0s2,-0.6094,0.4325,-1.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.1692286792023325,0.01933,0.00882,1,0f82853dee79764c
2026-07-08T23:13:49,R12,457351e4,13,normal,arc_166,c3s2,-0.9009,0.1011,0.0,"{""context_id"": 3, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->min""}",0.19488641664776862,0.01389,0.01458,1,0f82853dee79764c
2026-07-08T23:15:19,R12,457351e4,14,normal,arc_156,c3s1,-0.9009,0.1011,1.0,"{""context_id"": 3, ""dist_bin"": ""medium"", ""ramp_s"": 12.0, ""chord"": ""min->maj""}",0.21910887634320753,0.01996,0.00395,1,0f82853dee79764c
2026-07-08T23:15:35,R12,457351e4,15,normal,arc_180,c3s4,-0.9009,0.1011,-1.0,"{""context_id"": 3, ""dist_bin"": ""medium"", ""ramp_s"": 12.0, ""chord"": ""min->min""}",0.5102986665344025,0.02008,0.00694,1,0f82853dee79764c
2026-07-08T23:22:54,R12,457351e4,16,normal,arc_196,c0glide,-0.6094,0.4325,1.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 8.5, ""chord"": ""min->min"", ""xfade_mode"": ""glide""}",0.14444073266461385,0.0076,0.02092,1,0f82853dee79764c
2026-07-08T23:23:39,R12,b237eadd,0,normal,arc_167,c3s2,-0.9009,0.1011,1.0,"{""context_id"": 3, ""dist_bin"": ""large"", ""ramp_s"": 16.0, ""chord"": ""maj->maj""}",0.19363813824696866,0.01384,0.01411,1,0f82853dee79764c
2026-07-08T23:24:05,R12,b237eadd,1,normal,arc_086,c1s4,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""medium"", ""ramp_s"": 16.0, ""chord"": ""maj->min""}",0.2601902801111227,0.01435,0.01708,1,0f82853dee79764c
2026-07-08T23:24:29,R12,b237eadd,2,normal,arc_185,c3s5,-0.9009,0.1011,0.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 12.0, ""chord"": ""maj->maj""}",0.8572008418535625,0.02072,0.00668,1,0f82853dee79764c
2026-07-14T20:52:47,R03,4ed232d8,0,normal,arc_194,c0s0,-0.6094,0.4325,-1.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 3.0, ""chord"": ""min->min"", ""fifth_gain"": 0.5, ""octave_gain"": 0.5}",0.23059681007262495,0.01842,0.01119,1,0f82853dee79764c
2026-07-14T20:52:59,R03,4ed232d8,1,normal,vtex_005,vtex_c3_thin,-0.9009,0.1011,-1.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 3.0, ""chord"": ""min->maj"", ""third_gain"": 0.0, ""fifth_gain"": 0.0, ""octave_gain"": 0.0}",0.2660620780750049,0.02023,0.00492,4,0f82853dee79764c
2026-07-14T20:53:11,R03,4ed232d8,2,normal,arc_195,c0s0,-0.6094,0.4325,0.0,"{""context_id"": 0, ""dist_bin"": ""small"", ""ramp_s"": 3.0, ""chord"": ""min->min"", ""third_gain"": 0.0, ""fifth_gain"": 0.0, ""octave_gain"": 0.0}",0.25696478149033364,0.02085,0.00596,1,0f82853dee79764c
2026-07-14T20:53:25,R03,4ed232d8,3,normal,vtex_004,vtex_c3_thick,-0.9009,0.1011,-1.0,"{""context_id"": 3, ""dist_bin"": ""small"", ""ramp_s"": 3.0, ""chord"": ""min->maj"", ""fifth_gain"": 0.5, ""octave_gain"": 0.5}",0.2883814493266863,0.01901,0.00782,4,0f82853dee79764c
2026-07-14T20:53:39,R03,4ed232d8,4,normal,vtex_001,vtex_c1_thin,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""small"", ""ramp_s"": 6.0, ""chord"": ""min->min"", ""third_gain"": 0.0, ""fifth_gain"": 0.0, ""octave_gain"": 0.0}",0.3180797089558577,0.02009,0.00525,4,0f82853dee79764c
2026-07-14T20:53:59,R03,4ed232d8,5,normal,vtex_003,vtex_c2_thin,-0.8882,1.0,0.0,"{""context_id"": 2, ""dist_bin"": ""medium"", ""ramp_s"": 12.0, ""chord"": ""min->min"", ""third_gain"": 0.0, ""fifth_gain"": 0.0, ""octave_gain"": 0.0}",0.22621732698389696,0.0201,0.00862,4,0f82853dee79764c
2026-07-14T20:54:13,R03,4ed232d8,6,normal,vtex_000,vtex_c1_thick,-0.6371,-0.3126,0.0,"{""context_id"": 1, ""dist_bin"": ""small"", ""ramp_s"": 6.0, ""chord"": ""min->min"", ""fifth_gain"": 0.5, ""octave_gain"": 0.5}",0.31645142370329243,0.01735,0.01185,4,0f82853dee79764c
