timestamp,rater,clip_id,source,kind,rating,bad_texture,elapsed_s,comment,soundscape,center,rich,cents,period,rev_depth,tail,cutoff
2026-07-19T00:10:14,R03,vtrans_006,wander,transition,0.0,0,38.82,wanderous transition,none,0.906362371519208,0.4373205496929586,16.304065794683993,15.012827392667532,0.7577809270471334,12.197770338505508,1820.8848640322683
2026-07-19T00:10:45,R03,vwander_016,wander,held,0.0,0,30.41,,none,0.0353331994265317,0.7391699214465917,21.311658127233382,10.192702639847994,0.2157280834391713,12.988748736679554,1466.4571849629283
2026-07-19T00:11:57,R03,vwander_050,wander,held,0.0,0,72.34,maybe some quiet mechanical noise humming in the background,machine-hum (-0.6),-0.8155735414475203,0.7458482461050153,10.814059474505484,17.654845025390387,1.0996283393353223,10.00033562257886,2031.174593605101
2026-07-19T00:12:30,R03,vtrans_013,wander,transition,1.0,0,32.77,,none,0.3326755594462156,0.6299100785516203,12.437266735360026,11.920642718672752,0.6020027285441756,12.783965464681389,610.8573511242867
2026-07-19T00:13:12,R03,vtrans_002,wander,transition,1.0,0,42.55,,wind (0.0),0.4849110674113035,0.3195154841057956,28.941048607230183,10.32978120073676,1.120534797012806,10.892892450094225,2533.4336595609784
2026-07-19T00:14:26,R03,vwander_012,wander,held,-1.0,0,74.12,gentle thunder can be added whenever the loudness dips,thunder/storm (+0.3),0.6161804590374231,0.5863823217339814,17.927260296419263,8.786895114928484,0.7976140797138214,8.095766369253397,2231.95230178535
2026-07-19T11:01:33,R03,vwander_029,wander,held,0.0,0,115.22,this is so monphonic that anything you throw at it will just make it worse,none,-0.9689522497355938,0.5387314275838435,7.212653262540698,10.371949169784784,0.5501478619873523,5.225921031087637,2349.425167404115
2026-07-19T11:02:28,R03,vtrans_024,wander,transition,-1.0,0,55.02,it can take some keep grumbling thunder sounds,thunder/storm (+0.3),-0.0966124664992094,0.4515929815359413,10.334476614370942,17.263938821852207,1.1389172699302434,15.891960341483356,1063.3274290710688
2026-07-19T11:03:22,R03,vwander_014,wander,held,0.0,0,54.14,add some pulses of wordless operatic voices,singing/choir (0.0),-0.3349210228770971,0.7612070368602872,27.135493624955416,11.087214395403862,0.5164492109790444,14.0860418304801,2998.1066891923547
2026-07-19T11:04:00,R03,vwander_021,wander,held,-1.0,0,38.27,add deep distorted grunting machieary noises,machine-hum (-0.6),-0.6695969644933939,0.3361702712252736,18.89615829102695,12.040472473949194,1.07958390917629,9.236131984740496,2511.8558440357447
2026-07-19T11:05:47,R03,vtex_003,vtex,arc,0.0,0,107.16,add pairs of deep church bell ding-dong,bells/church (+0.2),-1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T11:06:15,R03,vtex_008,vtex,arc,-1.0,0,27.3,deep thunder,thunder/storm (+0.3),1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T11:06:50,R03,vtrans_020,wander,transition,0.0,0,34.83,operatic female wordless voices,singing/choir (0.0),-0.8931740690022707,0.4980293411761522,11.591662485152485,10.831431478261948,0.4415172830224037,10.624028500169516,1246.728360466659
2026-07-19T11:07:37,R03,vwander_034,wander,held,1.0,0,47.63,this sounds like it's heading towards hope,none,-0.9427217375487088,0.6615689892321825,15.143043822608888,11.804857432842256,0.7422638887539506,6.068642102181912,1527.9699316248298
2026-07-19T11:08:08,R03,vwander_047,wander,held,0.0,0,30.86,,wind (0.0),0.0012349858880043,0.37030064240098,25.94621581491083,11.631082609295843,1.0416178971529009,10.457797300070524,2289.0232218429446
2026-07-19T11:10:16,R03,vwander_058,wander,held,0.0,0,127.97,the first 4 seconds is a git grunty. after that it sounds like despair,none,-0.5143828839063644,0.5753434539772571,20.95862323883921,15.936534199863672,0.5701349245384335,15.51124569401145,2517.8116001188755
2026-07-19T11:11:54,R03,vwander_059,wander,held,1.0,0,97.31,it's serene and can do with quiet and gentle lightening sounds,thunder/storm (+0.3),0.779335169121623,0.4117844241671264,15.738600860349834,9.116344444453716,1.1492280390113592,4.982463993132114,608.220992796123
2026-07-19T11:15:23,R03,vtrans_018,wander,transition,0.0,0,209.04,some barely noticeable slow bird chriping sound might  be useful here,birds/forest (+0.5),0.279868084937334,0.4855222196318209,20.71179758757353,19.12655197829008,0.850405203923583,8.729298952966928,1390.6391087919474
2026-07-19T11:16:29,R03,vwander_026,wander,held,1.0,0,66.38,i like this as a repetitive atmospheric background hum that takes you on a journey,none,-0.5720071531832218,0.7822304495610297,13.704173751175404,9.28805061429739,0.658832642994821,7.473604943603277,1239.7637942805886
2026-07-19T11:17:19,R03,vwander_046,wander,held,0.0,0,50.33,can do with pulses of wind,wind (0.0),-0.2675317171961069,0.5934297854080797,7.429659222252667,19.435709591954947,0.6793390659615397,8.904846750199795,1679.472292214632
2026-07-19T11:17:53,R03,vtex_007,vtex,arc,0.0,0,33.25,boring. heard this 10000 times,none,-0.5,0.0,0.0,,0.0,6.0,600.0
2026-07-19T11:23:29,R03,vtex_002,vtex,arc,0.0,0,336.19,,none,1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T11:30:14,R03,vtrans_000,wander,transition,,1,404.79,"there is just too much unrelated tonal changed through  this track. I think there is no oversight as to how things are joint together and given the quick successions of the individual components, listeners do not have enough time to forget what previously happened and to just be in the moment - listeners  would  still be clinking on to what was player previously and trying to make sense of the whole piece",none,-0.2930486425757408,0.545775212533772,19.097885903902352,11.217123288661242,0.2844476297497749,7.343964774161577,2280.968407727778
2026-07-19T11:32:00,R03,vtrans_029,wander,transition,0.0,0,105.84,"this also has a lot of trabnsitions like the last track, but this track in its entirety manages to form a journey",none,0.4323191232979297,0.7998231832869351,7.528315922245383,14.71733197942376,0.3709209168329835,7.588143952190876,2098.929852806032
2026-07-19T11:33:53,R03,vwander_024,wander,held,-1.0,0,113.16,this can do with loud thunders and storms or machinery over it to create a sense of engulfing darkness. maybe you should change the texture some more to make it even more hollow,thunder/storm (+0.3),0.3532169722020626,0.5663958324119449,11.24225134961307,11.48912675306201,0.9364789303392173,13.483746990561484,655.1375757902861
2026-07-19T11:35:17,R03,vtrans_010,wander,transition,,1,83.86,first transition at about 6s takes you to an unrelated place again. then again at about 17s. too many transitions and too much of a hurry,none,0.0785491000860929,0.5162428935989738,5.597872375510633,13.07961056008935,0.4627302035689354,14.406835917383432,1963.6719534173608
2026-07-19T11:40:04,R03,vwander_003,wander,held,-1.0,0,286.85,this can do some some repetitive low drum sounds in the background to create a darker atmosphere and an audio cue to listener something is expected to come,none,0.6434895843267441,0.53195421975106,13.109474647790194,12.38306114077568,0.2494286939501762,9.381578993052244,817.6976250484586
2026-07-19T11:40:31,R03,vtex_016,vtex,arc,0.0,0,27.61,heard this 100000 times,none,-0.5,0.0,0.0,,0.0,6.0,600.0
2026-07-19T11:41:18,R03,vwander_041,wander,held,0.0,0,46.41,meh,none,-0.1801564563065767,0.3525018097832799,13.535806718282402,18.22282467782497,0.5374130129814148,6.654052726924419,1869.0123576670885
2026-07-19T11:42:29,R03,vtrans_022,wander,transition,1.0,0,71.38,this has a lot going on too but you are heading in a single direction so it's less confusing to the listeners,none,0.8261883035302162,0.3338119049556553,8.715281211771071,11.443317137658596,0.9651732340455056,8.173869602382183,972.6604854688048
2026-07-19T11:46:12,R03,vtex_022,vtex,arc,1.0,0,222.81,the end sustained too too much and sounded a bit boring compared to the rest of  the track,none,-0.5,0.0,0.0,,0.0,6.0,600.0
2026-07-19T11:57:54,R03,vtrans_012,wander,transition,-1.0,0,701.15,periodic / rhythmic machinery grunts can be used for this.,machine-hum (-0.6),-0.7152353636920452,0.4663798647932708,27.413403424434364,16.87839026376605,1.0440960850566623,6.6117156110703945,2138.101042807102
2026-07-19T11:58:59,R03,vwander_001,wander,held,1.0,0,64.99,this is creating the illusion that something feeling bright is coming,none,-0.4246955662965774,0.3161234163679182,10.249153869226577,8.589675549417734,0.9708849692717194,15.368283361196518,1401.0530773550272
2026-07-19T11:59:21,R03,vtex_005,vtex,arc,0.0,0,22.03,heard this 100000 times before,none,-1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T12:02:07,R03,vtrans_031,wander,transition,1.0,0,166.36,this is a good segway from sad  to happy,none,-0.3497683238238096,0.5729721758514643,17.16700493823737,19.73631141707301,1.0358010137453677,11.164355795830488,2476.7619160935283
2026-07-19T12:05:01,R03,vwander_002,wander,held,0.0,0,173.57,"The texture here is great - very sustained and airy and confined.  I may use wind or something as background signal, but not necessary",wind (0.0),-0.8773136753588915,0.6808644991368056,20.389459719881412,18.6409783475101,0.8304765744134783,10.92170073837042,2808.5036639124155
2026-07-19T12:09:38,R03,vwander_009,wander,held,-1.0,0,277.42,a bit buzzy up to 9s . I like what's happening from about 11s onwards,none,-0.2494991403073072,0.4894435146823525,21.90824036486447,12.886025365442038,0.6915707577019929,10.332261256873608,588.4837782010436
2026-07-19T12:10:38,R03,vtrans_014,wander,transition,,1,60.25,again. I have heard this 100000 times before. and the wander / transitions hop too much between unrelated clips,none,0.5009722579270601,0.3644868770614266,17.59446549229324,17.39654291048646,0.3489387359470129,14.6841244623065,2351.2108258903027
2026-07-19T12:14:47,R03,vwander_000,wander,held,0.0,0,249.07,nothing special. heard this 100000 times,none,0.1585199814289808,0.670142340194434,29.546951428055763,16.34757199138403,0.6085849467664957,4.932158414274454,2091.854249127209
2026-07-19T12:16:09,R03,vwander_056,wander,held,1.0,0,81.63,good and sustained. i would not stay here too long (over 1 min) tho,none,0.2956234365701675,0.7735885029658676,24.299419387243688,19.63767898082733,0.7908015854656696,9.524265572428703,1976.3556284829972
2026-07-19T12:16:59,R03,vtrans_009,wander,transition,,1,49.57,I do not like the section before 20s,none,0.7541240025311708,0.7518658737652004,24.80007120873779,19.603618636727333,0.2138429785147309,10.306617483496666,1183.708350546658
2026-07-19T12:18:19,R03,vtrans_008,wander,transition,1.0,0,80.53,"the stuff before 6s i have heard 100000 before. the parts after that really creatse a journey, to where I do not know",none,-0.1376623436808586,0.3519767454825341,14.708999888971448,9.186349015682936,0.9400549873709678,4.485195562243462,2865.844617970288
2026-07-19T12:18:57,R03,vwander_036,wander,held,,1,37.7,sounds a bit farty throughout,none,0.8714658208191395,0.5500029904767871,27.537334146909416,17.29504433274269,0.2459780776873231,11.381907623261212,1114.3067236989737
2026-07-19T12:19:40,R03,vwander_038,wander,held,0.0,0,42.81,maybe a bit of rain and wind on top if this,wind (0.0),-0.0902557782828807,0.797097144369036,17.50098228920251,15.095408741384745,0.9587101683020592,5.368239879608154,541.1092841997743
2026-07-19T12:28:14,R03,vwander_040,wander,held,0.0,0,513.76,you should make this breath more,none,0.4148350358009338,0.6420685380697251,20.03451040480286,12.715141382068396,1.182925492338836,14.217563670128584,1259.54070109874
2026-07-19T12:39:52,R03,vwander_006,wander,held,0.0,0,697.94,this is fine. nothing exciting about it,none,-0.026772953569889,0.5590083391405642,16.942091304808855,9.75562822073698,1.112322262302041,11.627503097057344,1860.5174712836745
2026-07-19T12:40:36,R03,vwander_037,wander,held,0.0,0,44.39,,none,-0.6062693949788809,0.4049994137138128,8.93841138575226,13.662330817431211,0.8485067848116159,9.81765066832304,1723.5453749075532
2026-07-19T12:43:05,R03,vwander_035,wander,held,0.0,0,149.17,some distant church bells can work with this,bells/church (+0.2),0.7088955007493496,0.3251278271898627,21.528860782273117,19.23446885868907,0.3525952909141779,13.622310053557158,2137.129309773445
2026-07-19T12:47:09,R03,vwander_028,wander,held,0.0,0,243.58,,none,0.7348840180784464,0.7061975064687431,26.113726031035185,14.567390136420729,1.1546351497992873,15.77734810858965,1658.9019283652306
2026-07-19T12:48:14,R03,vwander_005,wander,held,1.0,0,64.85,great build up to something huge. this can go on for a couple of minutes before arriving at the next state,none,-0.542815187945962,0.4559849474579096,25.519885048270226,17.510056018829346,0.7535229220986366,13.167745642364023,404.9059025943279
2026-07-19T12:49:05,R03,vwander_025,wander,held,1.0,0,50.87,some as before. this seems to have some latent repeated bars,none,-0.1181711982935667,0.4204154249280691,28.58079580590129,19.48144343495369,0.2675096707418561,6.025656182318926,2645.5863991752267
2026-07-19T12:51:05,R03,vtrans_021,wander,transition,0.0,0,120.49,the first and send half do not seem to correlate to each other. the system is allowed to have clean state transition but this one sounds as if it's trying to link 2 related parts and sounds like a failure,none,0.0257052071392536,0.5981137782335282,27.93266134802252,17.8736553452909,0.7123765105381608,4.070928927510977,2804.450565390289
2026-07-19T12:55:41,R03,vwander_007,wander,held,,1,276.05,"if this is meant to be serene, i think it has too much texture. if this is meant to create a character, it lacks some texture. on its on, it sounds a bit dull",none,0.2615745868533849,0.3964251267723739,22.65954806469381,15.310422573238611,0.4667885953560471,7.181544456630945,1169.7957275435328
2026-07-19T12:56:56,R03,vwander_045,wander,held,,1,74.79,it's a bit buzzy from about 6s onwards,none,-0.7825249060988426,0.482598655577749,22.257655621506277,9.33076261356473,0.3193185457959771,4.448113352060318,2860.9560795128345
2026-07-19T12:59:05,R03,vwander_062,wander,held,1.0,0,128.99,you do not have a soundscape category for human chatters. this can actually use some of that in the background,none,-0.3980053756386041,0.6972608875483275,11.709814886562526,13.210073798894882,0.2865814425051212,13.211554575711489,2212.2150290757418
2026-07-19T13:18:30,R03,vwander_030,wander,held,0.0,0,1164.46,grumbling thunder can work with this. low its loudness has to be low and deep as the track has too much going on to act as backbroung drone,thunder/storm (+0.3),-0.4536472018808126,0.6466414976865054,23.651787051931024,18.362216990441084,0.4406780924648046,9.767709959298372,890.2047639712691
2026-07-19T13:20:32,R03,vtrans_011,wander,transition,0.0,0,122.71,"the individual sections eg 7-19s and 21-25s are good on their own - but again, the whole track suffers from lack of cognitive coherence",none,-0.9615531377494336,0.5879726858809591,22.158681200817227,14.121814377605917,1.1911690736189484,7.8819116987288,786.8139276280999
2026-07-19T13:20:54,R03,vtex_000,vtex,arc,0.0,0,21.63,it's fine - but boring,none,1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:21:34,R03,vtex_014,vtex,arc,,1,39.34,it's fine. but boring. the end started to get buzzy,none,1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:23:57,R03,vwander_017,wander,held,1.0,0,143.13,this is good - especially the final transition in the last 6s or so. it's difficult to add soundscape on top of this without making it sound confusing,none,-0.3013841211795807,0.4662063202820718,15.31036926433444,14.763116247951984,0.8631996165961027,8.436578508466482,2157.223638147116
2026-07-19T13:27:10,R03,vtrans_004,wander,transition,1.0,0,193.24,the last 4 seconds or so sounded a bit bad,none,-0.8716011457145214,0.3984282596036791,7.217163052409887,18.525106359273195,0.6413573797792196,9.752465792000294,2683.7020598351955
2026-07-19T13:28:25,R03,vtex_009,vtex,arc,0.0,0,74.7,meh. maybe useful when no state change is applied for a very very long time,none,0.5,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:29:41,R03,vwander_043,wander,held,0.0,0,75.99,i am sure I have said this before. barely noticeable repeating notes. good to drag this out,none,0.8988929521292448,0.4960631725378334,9.847260122187436,14.516255397349596,0.8235255757346749,12.664149019867182,2625.016015954316
2026-07-19T13:30:59,R03,vtex_023,vtex,arc,0.0,0,78.14,"i mean, it's not bad. the 2 halves just feel a bit disjointed",none,-1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:31:38,R03,vwander_052,wander,held,0.0,0,39.23,low grumbling machinery from about 16s onwards might be useful,machine-hum (-0.6),0.99425083771348,0.7323258064687252,23.22359685320407,12.246695097535849,0.6037321042269468,6.313595220446587,1799.0443587303162
2026-07-19T13:31:57,R03,vtex_020,vtex,arc,0.0,0,18.7,,none,1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:32:21,R03,vtex_015,vtex,arc,1.0,0,23.66,,none,0.5,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:33:41,R03,vtex_018,vtex,arc,0.0,0,80.33,"texture-wise, i's fine. tho it's not really giving me any emotions. it's just computationally OK texture",none,0.5,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:34:43,R03,vwander_027,wander,held,-1.0,0,61.57,"heading into danger and worries at around 6s, but then it just got boring from about 10s onwards",none,0.8369611073285341,0.431141401361674,19.81836424209177,15.780297938734291,1.0465535677969455,12.038636542856691,1930.207760259509
2026-07-19T13:35:30,R03,vwander_008,wander,held,0.0,0,47.76,can do with some water dropping sounds or something to take listener through a journey,water/stream (+0.3),0.4841798655688762,0.7164782278239727,14.741204604506493,18.06576766073704,1.0128379890695214,8.80207334086299,2578.967310488224
2026-07-19T13:36:19,R03,vtrans_001,wander,transition,0.0,0,48.22,congnitively confusing. I really don;t know where you are trying to take me,none,0.6609907019883394,0.5501257425174118,10.661008134484293,15.98742588609457,0.8694539124146103,13.54013492539525,469.3397978320718
2026-07-19T13:38:06,R03,vtrans_026,wander,transition,0.0,0,107.12,latter half from about 19s onwards is good - seems to be sucking you into a vortex,none,0.1859973557293415,0.4127188559621572,13.186633116565645,16.28278397023678,0.2563139226287603,5.964920610189438,831.1540853232145
2026-07-19T13:39:44,R03,vwander_004,wander,held,0.0,0,97.56,,none,0.8080132827162743,0.7885205542668701,7.784606860950589,13.455286722630262,0.3267414046451449,5.638280849903822,2395.6326780840755
2026-07-19T13:40:37,R03,vtex_010,vtex,arc,0.0,0,52.34,first half is boring. second half is good and can be sustained with something applied on top,none,-0.5,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:41:03,R03,vtex_017,vtex,arc,0.0,0,26.31,heard this 10000 times before,none,-1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:41:59,R03,vtex_004,vtex,arc,,1,56.44,sounds too synthetic - especially the first half,none,1.0,0.0,0.0,,0.0,6.0,600.0
2026-07-19T13:43:07,R03,vwander_019,wander,held,1.0,0,67.33,very nice. the wander makes it it's subtly changing tones. this is what I expect in drone music,none,0.5200939476490021,0.3851678438484668,6.501018414273858,17.06199287995696,0.5758639981970191,14.449971213936806,2743.114438466728
