timestamp,rater,test,item_id,response,response2,elapsed_s,note,params
2026-08-20T00:34:08,rater_b668,melody,v1__folk__texture__flat,neutral,yes,68.05,,"{""style"": ""folk"", ""role"": ""texture"", ""generator"": ""markov"", ""envelope"": ""flat"", ""level_db"": -16.0, ""articulated"": false, ""own_voice"": false, ""octave"": -1, ""root_hz"": 78.3, ""valence"": -0.5, ""arousal"": 0.3, ""has_melody"": true}"
2026-08-20T00:35:30,rater_b668,melody,v0__L3_d128__texture__flat,neutral,yes,82.0,,"{""style"": ""L3_d128"", ""role"": ""texture"", ""generator"": ""transformer"", ""envelope"": ""flat"", ""level_db"": -16.0, ""articulated"": false, ""own_voice"": false, ""octave"": -1, ""root_hz"": 141.9, ""valence"": -0.5, ""arousal"": -0.3, ""has_melody"": true}"
2026-08-20T00:36:35,rater_b668,melody,v1__folk__lead__swell,positive,yes,64.34,,"{""style"": ""folk"", ""role"": ""lead"", ""generator"": ""markov"", ""envelope"": ""swell"", ""level_db"": 0.0, ""articulated"": true, ""own_voice"": true, ""octave"": 0, ""root_hz"": 156.5, ""valence"": -0.5, ""arousal"": 0.3, ""has_melody"": true}"
2026-08-20T00:37:48,rater_b668,melody,v0__boc__lead__swell,positive,maybe,73.56,,"{""style"": ""boc"", ""role"": ""lead"", ""generator"": ""markov"", ""envelope"": ""swell"", ""level_db"": 0.0, ""articulated"": true, ""own_voice"": true, ""octave"": 0, ""root_hz"": 283.9, ""valence"": -0.5, ""arousal"": -0.3, ""has_melody"": true}"
2026-08-20T00:38:57,rater_b668,melody,v1__boc__lead__legato,positive,maybe,68.7,,"{""style"": ""boc"", ""role"": ""lead"", ""generator"": ""markov"", ""envelope"": ""legato"", ""level_db"": 0.0, ""articulated"": true, ""own_voice"": true, ""octave"": 0, ""root_hz"": 156.5, ""valence"": -0.5, ""arousal"": 0.3, ""has_melody"": true}"
2026-08-20T00:40:08,rater_b668,melody,v1__kbd__lead__swell,positive,maybe,70.7,,"{""style"": ""kbd"", ""role"": ""lead"", ""generator"": ""markov"", ""envelope"": ""swell"", ""level_db"": 0.0, ""articulated"": true, ""own_voice"": true, ""octave"": 0, ""root_hz"": 156.5, ""valence"": -0.5, ""arousal"": 0.3, ""has_melody"": true}"
2026-08-20T00:41:21,rater_b668,melody,v0__chant__lead__legato,positive,no,73.22,,"{""style"": ""chant"", ""role"": ""lead"", ""generator"": ""markov"", ""envelope"": ""legato"", ""level_db"": 0.0, ""articulated"": true, ""own_voice"": true, ""octave"": 0, ""root_hz"": 283.9, ""valence"": -0.5, ""arousal"": -0.3, ""has_melody"": true}"
2026-08-20T00:42:26,rater_b668,melody,v1__chant__lead__swell,positive,yes,65.48,,"{""style"": ""chant"", ""role"": ""lead"", ""generator"": ""markov"", ""envelope"": ""swell"", ""level_db"": 0.0, ""articulated"": true, ""own_voice"": true, ""octave"": 0, ""root_hz"": 156.5, ""valence"": -0.5, ""arousal"": 0.3, ""has_melody"": true}"
2026-08-20T00:43:56,rater_b668,melody,v1__chant__texture__flat,neutral,no,89.85,,"{""style"": ""chant"", ""role"": ""texture"", ""generator"": ""markov"", ""envelope"": ""flat"", ""level_db"": -16.0, ""articulated"": false, ""own_voice"": false, ""octave"": -1, ""root_hz"": 78.3, ""valence"": -0.5, ""arousal"": 0.3, ""has_melody"": true}"
2026-08-20T00:45:01,rater_b668,melody,v1__boc__texture__flat,neutral,maybe,65.19,,"{""style"": ""boc"", ""role"": ""texture"", ""generator"": ""markov"", ""envelope"": ""flat"", ""level_db"": -16.0, ""articulated"": false, ""own_voice"": false, ""octave"": -1, ""root_hz"": 78.3, ""valence"": -0.5, ""arousal"": 0.3, ""has_melody"": true}"
2026-08-20T00:46:05,rater_b668,melody,v1__chant__lead__legato,positive,no,64.01,,"{""style"": ""chant"", ""role"": ""lead"", ""generator"": ""markov"", ""envelope"": ""legato"", ""level_db"": 0.0, ""articulated"": true, ""own_voice"": true, ""octave"": 0, ""root_hz"": 156.5, ""valence"": -0.5, ""arousal"": 0.3, ""has_melody"": true}"
2026-08-21T18:27:19,R19,reverb_clips,vtrans_028__long_bright,negative,maybe,46.73,,"{""clip_id"": ""vtrans_028"", ""reverb"": ""long_bright""}"
2026-08-21T18:27:37,R19,reverb_clips,vtrans_002__long_bright,positive,yes,18.01,,"{""clip_id"": ""vtrans_002"", ""reverb"": ""long_bright""}"
2026-08-21T18:27:48,R19,reverb_clips,vtrans_002__dry,neutral,no,11.43,,"{""clip_id"": ""vtrans_002"", ""reverb"": ""dry""}"
2026-08-21T18:28:03,R19,reverb_clips,vtrans_028__brutalism,neutral,no,14.28,,"{""clip_id"": ""vtrans_028"", ""reverb"": ""brutalism""}"
2026-08-21T18:28:15,R19,reverb_clips,vtrans_028__stairwell,neutral,no,12.39,,"{""clip_id"": ""vtrans_028"", ""reverb"": ""stairwell""}"
2026-08-21T18:28:27,R19,reverb_clips,vwander_020__stairwell,neutral,maybe,11.64,,"{""clip_id"": ""vwander_020"", ""reverb"": ""stairwell""}"
2026-08-21T18:28:43,R19,reverb_clips,vtrans_013__brutalism,neutral,maybe,16.25,,"{""clip_id"": ""vtrans_013"", ""reverb"": ""brutalism""}"
2026-08-21T18:28:53,R19,reverb_clips,vwander_020__brutalism,positive,yes,9.76,,"{""clip_id"": ""vwander_020"", ""reverb"": ""brutalism""}"
